loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
1.5374877452850342,0.5520943999290466,0.7530961632728577,0.4526090621948242,1.2243143320083618,0.6773697137832642,0.7046900987625122,0.6575764417648315
0.4379956126213074,0.855792224407196,0.8780398368835449,0.8365191221237183,0.5386757254600525,0.8379151225090027,0.8530344367027283,0.828458309173584
0.2602817714214325,0.9152901768684387,0.9247332811355591,0.9072769284248352,0.2903197109699249,0.9153288006782532,0.9193512797355652,0.9100505709648132
0.1898319274187088,0.9393301010131836,0.9447788000106812,0.9347691535949707,0.2993808090686798,0.9219265580177307,0.9252542853355408,0.9201671481132507
0.14848044514656067,0.9529653787612915,0.956908643245697,0.9502256512641907,0.25341251492500305,0.9247855544090271,0.9357510805130005,0.9192874431610107
0.11968419700860977,0.9627365469932556,0.9656023383140564,0.9606936573982239,0.1716466248035431,0.9476578235626221,0.9504534602165222,0.9450187087059021
0.09446126222610474,0.9710507392883301,0.9732913374900818,0.969530463218689,0.16194505989551544,0.9575544595718384,0.9604420065879822,0.9557950496673584
0.08750216662883759,0.9737588167190552,0.9752739667892456,0.972571074962616,0.47771158814430237,0.8801407814025879,0.8890132308006287,0.8737629055976868
0.0747968852519989,0.9771161675453186,0.9783046841621399,0.9761976599693298,0.11127204447984695,0.9645920395851135,0.9660493731498718,0.9637123346328735
0.07132643461227417,0.9785731434822083,0.9797660708427429,0.977717936038971,0.3016261160373688,0.9280844330787659,0.9296737313270569,0.9274246692657471
0.06025175750255585,0.9819462895393372,0.9829911589622498,0.9811386466026306,0.382895290851593,0.9005938172340393,0.9052374362945557,0.8970749974250793
0.05261992663145065,0.9841476082801819,0.9847441911697388,0.9833874702453613,0.16640977561473846,0.9601935148239136,0.9618522524833679,0.9593138098716736
0.04904632270336151,0.9857312440872192,0.9864856004714966,0.9849077463150024,0.05963703989982605,0.9879041314125061,0.9879014492034912,0.9876841902732849
