loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
1.5568825006484985,0.5475334525108337,0.7467004656791687,0.4479847848415375,2.296578884124756,0.5715856552124023,0.5956687331199646,0.5504728555679321
0.46397513151168823,0.8484282493591309,0.8715386986732483,0.8289175629615784,0.9597105383872986,0.7879920601844788,0.8000453114509583,0.776116132736206
0.2838781177997589,0.9097949266433716,0.9190793633460999,0.9023992419242859,1.185858964920044,0.7719375491142273,0.7841320037841797,0.762920618057251
0.21345992386341095,0.9338348507881165,0.9394846558570862,0.9290996789932251,0.22036480903625488,0.9239058494567871,0.9272285103797913,0.9219265580177307
0.1643897145986557,0.9491329193115234,0.9528259634971619,0.9461715221405029,0.2615492343902588,0.9355618953704834,0.9396151304244995,0.9342423677444458
0.13963769376277924,0.9575104713439941,0.960170567035675,0.9555784463882446,0.4029114246368408,0.9089509844779968,0.9118232131004333,0.9074114561080933
0.11937730759382248,0.9638292789459229,0.9657167196273804,0.9622297883033752,0.38145551085472107,0.909830629825592,0.9138999581336975,0.9080712795257568
0.10611549764871597,0.9692453742027283,0.9711303114891052,0.9679467678070068,0.8180770874023438,0.8676050305366516,0.872227132320404,0.8647459745407104
0.09500864148139954,0.9728085994720459,0.9740317463874817,0.9717950820922852,0.2057240903377533,0.9439190626144409,0.9465429782867432,0.9423795938491821
0.09052421152591705,0.9747406840324402,0.975946843624115,0.9741230607032776,0.22984248399734497,0.9441390037536621,0.9456953406333923,0.9421596527099609
0.0874180719256401,0.9768310785293579,0.977838397026062,0.9761659502983093,0.3622022867202759,0.9322630167007446,0.933730959892273,0.9296239018440247
0.07969389855861664,0.9782722592353821,0.9792826771736145,0.9776387810707092,0.08594249188899994,0.9793270230293274,0.9801718592643738,0.9784473180770874
0.07401999086141586,0.9804893732070923,0.9811652898788452,0.9800776243209839,0.6737549901008606,0.8942159414291382,0.895851731300354,0.8928964138031006
0.06679899245500565,0.981597900390625,0.9820737838745117,0.9812495112419128,0.4813753068447113,0.9351220726966858,0.9365219473838806,0.934462308883667
0.06546177715063095,0.9822313785552979,0.9828181862831116,0.9819621443748474,0.14615052938461304,0.9599736332893372,0.9620057344436646,0.9577743411064148
0.06620685011148453,0.9828648567199707,0.9834519624710083,0.98257976770401,0.1321595013141632,0.9733890295028687,0.9736031889915466,0.9733890295028687
0.06321859359741211,0.9841951131820679,0.9848141670227051,0.9838783740997314,0.18082493543624878,0.9564548134803772,0.9583149552345276,0.9555751085281372
0.05592790246009827,0.9853194952011108,0.98576819896698,0.9850344657897949,0.41036278009414673,0.952716052532196,0.953734278678894,0.9520562887191772
0.053839705884456635,0.98650723695755,0.9869711995124817,0.9861271381378174,3.185009002685547,0.7651198506355286,0.7674469947814941,0.7642401456832886
0.05470148101449013,0.9863647222518921,0.9867057800292969,0.9861588478088379,2.513493537902832,0.8288981914520264,0.8306131362915039,0.8282384276390076
0.055255696177482605,0.986554741859436,0.9869407415390015,0.9861904978752136,0.17898546159267426,0.9694303870201111,0.9696436524391174,0.9694303870201111
0.05211019143462181,0.9876158237457275,0.9879416823387146,0.9873940944671631,0.5162893533706665,0.933582603931427,0.9360105991363525,0.9329227805137634
0.048566870391368866,0.9881225824356079,0.988417387008667,0.9879008531570435,0.08332444727420807,0.9782273769378662,0.9782226085662842,0.9780074954032898
0.04485714063048363,0.9893578290939331,0.9896374940872192,0.9891203045845032,0.17661215364933014,0.960633397102356,0.9620811343193054,0.959753692150116
0.04628359526395798,0.9894845485687256,0.9897019863128662,0.9892944693565369,0.6218587756156921,0.9338024854660034,0.9339643120765686,0.9331427216529846
0.04806412756443024,0.9886451959609985,0.9888777732849121,0.9884393215179443,0.7939482927322388,0.9093908071517944,0.9108954668045044,0.9082911610603333
0.04909789562225342,0.9894369840621948,0.9896702766418457,0.9892628192901611,0.07299105823040009,0.9852650165557861,0.9852617979049683,0.9850450754165649
0.048343490809202194,0.9895320534706116,0.9896564483642578,0.9894369840621948,0.07017882168292999,0.9791070818901062,0.9799559712409973,0.9784473180770874
0.04637344926595688,0.9900229573249817,0.990241289138794,0.989896297454834,0.16897575557231903,0.9637123346328735,0.9647499322891235,0.9630525708198547
0.04538699984550476,0.9905297160148621,0.9906697273254395,0.9904030561447144,0.03498920798301697,0.9925225377082825,0.9925225377082825,0.9925225377082825
0.0443633496761322,0.9904505610466003,0.9907007217407227,0.9903555512428284,0.11727030575275421,0.9749284982681274,0.9759858846664429,0.9742687344551086
0.04368380084633827,0.9908939599990845,0.9911280274391174,0.9907355904579163,0.2106868028640747,0.9749284982681274,0.9751375317573547,0.974708616733551
0.03849862143397331,0.9914324283599854,0.9916511178016663,0.9912899136543274,0.1272340714931488,0.9769078493118286,0.9775528311729431,0.9769078493118286
0.040707651525735855,0.9915274381637573,0.9916048645973206,0.9914007186889648,0.11359503120183945,0.9817461967468262,0.9821782112121582,0.9817461967468262
0.04147760942578316,0.9918124675750732,0.9918745756149292,0.9917174577713013,0.12097571790218353,0.9683307409286499,0.9695565700531006,0.9665713906288147
0.03839454427361488,0.9926360249519348,0.9927452206611633,0.9925251603126526,0.060975395143032074,0.9826259016990662,0.9832709431648254,0.982405960559845
0.03883353993296623,0.9918124675750732,0.9919683337211609,0.9916541576385498,0.08497311919927597,0.9872443079948425,0.9872415065765381,0.9870244264602661
0.040501538664102554,0.9922717809677124,0.992396891117096,0.9921925663948059,0.17050999402999878,0.974708616733551,0.974697470664978,0.9742687344551086
0.03800043836236,0.9924459457397461,0.992523729801178,0.9923350811004639,0.04997042194008827,0.9883439540863037,0.988558828830719,0.9881240129470825
0.040127966552972794,0.9921450614929199,0.9923492670059204,0.9921292066574097,0.0525888055562973,0.9896635413169861,0.9896612167358398,0.9894436001777649
