loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
2.4560253620147705,0.29172539710998535,0.5810245871543884,0.11890093982219696,3.6593048572540283,0.3160325586795807,0.3604900538921356,0.2588520050048828
1.1630088090896606,0.6209834218025208,0.7185525894165039,0.5170005559921265,1.0114542245864868,0.7431273460388184,0.8056482672691345,0.6901253461837769
0.7691609859466553,0.7492437958717346,0.7968859076499939,0.7035236358642578,0.7651963829994202,0.7829338312149048,0.8053408265113831,0.7561029195785522
0.5930274724960327,0.8111964464187622,0.840495765209198,0.7860954999923706,1.1996663808822632,0.7211348414421082,0.7540983557701111,0.6980426907539368
0.46487733721733093,0.8576134443283081,0.8753458261489868,0.8418402075767517,1.2282410860061646,0.8280184864997864,0.8389352560043335,0.8179019093513489
0.4021132290363312,0.8791036605834961,0.8926291465759277,0.8680180311203003,0.47333523631095886,0.8953155875205994,0.9026133418083191,0.8887178301811218
0.35507434606552124,0.8969197869300842,0.9075489044189453,0.8879879713058472,0.4666544198989868,0.8530899286270142,0.8652369976043701,0.8429734110832214
0.3323635458946228,0.9030327200889587,0.912151038646698,0.8951777815818787,0.8134505748748779,0.8788211941719055,0.8899413347244263,0.867824912071228
0.30461639165878296,0.9125821590423584,0.9202384948730469,0.9068018198013306,0.4748055040836334,0.9063118696212769,0.9177498817443848,0.9005938172340393
0.28526070713996887,0.9220524430274963,0.9284510612487793,0.91633540391922,0.38203880190849304,0.9146690368652344,0.9231286644935608,0.9058719873428345
0.27137821912765503,0.924285352230072,0.9309266209602356,0.9192652106285095,1.0991244316101074,0.8385748863220215,0.8437569737434387,0.8337365388870239
0.2677380442619324,0.9281178116798401,0.9335500001907349,0.9235410690307617,0.5203739404678345,0.9252254366874695,0.9305431842803955,0.9192874431610107
0.24038991332054138,0.935624361038208,0.939997136592865,0.9318394064903259,0.6377270817756653,0.9091708660125732,0.9151487946510315,0.9060919284820557
0.23132476210594177,0.9388233423233032,0.9432037472724915,0.9357352256774902,0.4900144934654236,0.9408401250839233,0.945519208908081,0.9351220726966858
0.22867225110530853,0.9417847990989685,0.9455653429031372,0.9388867020606995,0.6624317169189453,0.9476578235626221,0.9505409598350525,0.9467781186103821
0.20783382654190063,0.9457439184188843,0.9490846991539001,0.9425765872001648,0.9473146200180054,0.8401143550872803,0.8491243720054626,0.8317571878433228
0.21593032777309418,0.9456014037132263,0.9491981863975525,0.9430200457572937,0.8914467096328735,0.913349449634552,0.9201157093048096,0.9093908071517944
0.2274131178855896,0.9451421499252319,0.9485287070274353,0.9423549175262451,0.611605167388916,0.932702898979187,0.934216320514679,0.9307235479354858
0.20147377252578735,0.9505423903465271,0.9534235596656799,0.9482144117355347,2.0803821086883545,0.7932702898979187,0.798751950263977,0.7882120013237
0.19621829688549042,0.9546757340431213,0.9571035504341125,0.9526169896125793,0.8750287294387817,0.9283043742179871,0.9312333464622498,0.9232460856437683
0.2010745108127594,0.9537572264671326,0.9562893509864807,0.9520943760871887,0.32430049777030945,0.9445788264274597,0.946101188659668,0.9419397115707397
0.21399325132369995,0.9547232389450073,0.9571564793586731,0.95313960313797,0.34023499488830566,0.9234660267829895,0.9284285306930542,0.9186276793479919
0.1956917643547058,0.9563385844230652,0.9586056470870972,0.9546282291412354,0.8125698566436768,0.8662854433059692,0.8775556087493896,0.8590279221534729
0.18596753478050232,0.9576688408851624,0.9597075581550598,0.9562118649482727,0.4801240563392639,0.956234872341156,0.9570200443267822,0.9549153447151184
0.19192492961883545,0.958983302116394,0.9611176252365112,0.957114577293396,0.5833053588867188,0.9329227805137634,0.9356621503829956,0.9307235479354858
0.18081052601337433,0.9599810242652893,0.9620041847229004,0.9586982131004333,0.6897870302200317,0.9461182951927185,0.9469513297080994,0.9461182951927185
0.18656295537948608,0.958983302116394,0.9608662724494934,0.9577163457870483,0.11388825625181198,0.9687706232070923,0.9721608757972717,0.9676709771156311
0.17457956075668335,0.961184561252594,0.9628276228904724,0.9598543047904968,0.20934969186782837,0.9670112133026123,0.9680405259132385,0.9659115672111511
0.18074564635753632,0.963053286075592,0.9650048613548279,0.9616121649742126,1.466505527496338,0.8255993127822876,0.8346756100654602,0.8205410242080688
0.18350398540496826,0.9628949165344238,0.964634120464325,0.9615329504013062,1.156623363494873,0.9085111021995544,0.9097130298614502,0.9063118696212769
0.1757534146308899,0.9649695158004761,0.966398298740387,0.9637659192085266,0.37526294589042664,0.9617329835891724,0.9631428122520447,0.959753692150116
0.15848353505134583,0.9666640162467957,0.9679707884788513,0.9658246636390686,0.6353552937507629,0.9439190626144409,0.9457073211669922,0.9423795938491821
0.15241214632987976,0.9677408933639526,0.9690282940864563,0.9666957259178162,0.3904210031032562,0.9549153447151184,0.9565025568008423,0.952716052532196
0.1527288407087326,0.9676933884620667,0.9689315557479858,0.9665531516075134,0.35491445660591125,0.9672311544418335,0.9680405259132385,0.9659115672111511
0.1734851747751236,0.9654129147529602,0.9667116403579712,0.9644152522087097,0.6254231333732605,0.9357818365097046,0.9386897087097168,0.932702898979187
0.16040606796741486,0.9670916199684143,0.9684309363365173,0.9657930135726929,0.2861175239086151,0.9703100919723511,0.9709122776985168,0.9689905643463135
0.17117543518543243,0.967566728591919,0.9687822461128235,0.9666957259178162,0.22497321665287018,0.9793270230293274,0.9793224930763245,0.9791070818901062
0.18048962950706482,0.9671866297721863,0.9684633016586304,0.9663314819335938,0.9077132344245911,0.9008136987686157,0.9071062803268433,0.8955355286598206
0.16031961143016815,0.9687702655792236,0.9699114561080933,0.9678992629051208,1.5854359865188599,0.7374092936515808,0.7852717041969299,0.7246536016464233
0.1722007393836975,0.9683902263641357,0.9696156978607178,0.9672816395759583,0.588666558265686,0.9399604201316833,0.9420994520187378,0.9375412464141846
